store,upc,week,move,price,profit,descrip,custcoun,Brand
14,5490000060,81,16,.01907493,10.85,"DR PEPPER",13639,54900
14,1200000230,82,20,.02794699,24.34,"PEPSI COLA N/R",13275,12000
14,1200000394,82,4,.02726563,20.06,"PEPSI COLA N.R. BOTT",13275,12000
14,1200000396,82,8,.02726563,20.06,"DIET PEPSI N.R. BOTT",13275,12000
14,1200000492,82,18,.02794699,24.34,"CAFFEINE FREE PEPSI",13275,12000
14,1200000496,82,8,.02794699,24.34,"DIET PEPSI CAFFEINE",13275,12000
14,3828100261,82,31,.01854167,50,"DOM ORANGE SODA",13275,38281
14,4900000634,82,497,.02,54.86,"COCA-COLA CLASSIC CA",13275,49000
14,4900000639,82,44,.02794699,24.34,"COCA-COLA CLASSIC",13275,49000
14,4900000658,82,431,.02,54.86,"COKE DIET CANS",13275,49000
14,5490000060,82,4,.02794699,24.34,"DR PEPPER",13275,54900
14,1200000230,83,35,.02794699,24.34,"PEPSI COLA N/R",14190,12000
14,1200000394,83,3,.02726563,20.06,"PEPSI COLA N.R. BOTT",14190,12000
14,1200000396,83,4,.02726563,20.06,"DIET PEPSI N.R. BOTT",14190,12000
14,1200000492,83,18,.02794699,24.34,"CAFFEINE FREE PEPSI",14190,12000
14,1200000496,83,20,.02794699,24.34,"DIET PEPSI CAFFEINE",14190,12000
14,3828100261,83,43,.01854167,40,"DOM ORANGE SODA",14190,38281
14,4900000634,83,10,.04013889,22.84,"COCA-COLA CLASSIC CA",14190,49000
14,4900000639,83,65,.02794699,24.34,"COCA-COLA CLASSIC",14190,49000
14,4900000658,83,20,.04013889,22.84,"COKE DIET CANS",14190,49000
14,5490000060,83,17,.01907493,10.85,"DR PEPPER",14190,54900
14,1200000230,84,496,.0146389,44.44,"PEPSI COLA N/R",14739,12000
14,1200000394,84,22,.02335938,6.69,"PEPSI COLA N.R. BOTT",14739,12000
14,1200000396,84,32,.02335938,6.69,"DIET PEPSI N.R. BOTT",14739,12000
14,1200000492,84,164,.0146389,44.44,"CAFFEINE FREE PEPSI",14739,12000
14,1200000496,84,166,.0146389,44.44,"DIET PEPSI CAFFEINE",14739,12000
14,3828100261,84,92,.01666667,28.5,"DOM ORANGE SODA",14739,38281
14,4900000634,84,35,.04013889,22.84,"COCA-COLA CLASSIC CA",14739,49000
14,4900000639,84,625,.0146389,44.44,"COCA-COLA CLASSIC",14739,49000
14,4900000658,84,16,.04013889,22.84,"COKE DIET CANS",14739,49000
14,5490000060,84,3,.02794699,24.34,"DR PEPPER",14739,54900
14,1200000230,85,24,.02794699,24.34,"PEPSI COLA N/R",14611,12000
14,1200000394,85,19,.02335938,6.69,"PEPSI COLA N.R. BOTT",14611,12000
14,1200000396,85,17,.02335938,6.69,"DIET PEPSI N.R. BOTT",14611,12000
14,1200000492,85,17,.02794699,24.34,"CAFFEINE FREE PEPSI",14611,12000
14,1200000496,85,15,.02794699,24.34,"DIET PEPSI CAFFEINE",14611,12000
14,3828100261,85,23,.01666667,28,"DOM ORANGE SODA",14611,38281
14,4900000634,85,588,.02076389,49.66,"COCA-COLA CLASSIC CA",14611,49000
14,4900000639,85,52,.02794699,24.34,"COCA-COLA CLASSIC",14611,49000
14,4900000658,85,545,.02076389,49.66,"COKE DIET CANS",14611,49000
14,5490000060,85,7,.02794699,24.34,"DR PEPPER",14611,54900
14,1200000230,86,32,.02794699,24.34,"PEPSI COLA N/R",15732,12000
14,1200000394,86,12,.02726563,20.06,"PEPSI COLA N.R. BOTT",15732,12000
14,1200000396,86,8,.02726563,20.06,"DIET PEPSI N.R. BOTT",15732,12000
14,1200000492,86,20,.02794699,24.34,"CAFFEINE FREE PEPSI",15732,12000
14,1200000496,86,21,.02794699,24.34,"DIET PEPSI CAFFEINE",15732,12000
14,3828100261,86,78,.01854167,33.64,"DOM ORANGE SODA",15732,38281
14,4900000634,86,39,.04013889,22.84,"COCA-COLA CLASSIC CA",15732,49000
14,4900000639,86,55,.02794699,24.34,"COCA-COLA CLASSIC",15732,49000
14,4900000658,86,23,.04013889,22.84,"COKE DIET CANS",15732,49000
14,5490000060,86,10,.01907493,10.85,"DR PEPPER",15732,54900
14,1200000230,87,10,.02794699,24.34,"PEPSI COLA N/R",15845,12000
14,1200000394,87,9,.02335938,6.69,"PEPSI COLA N.R. BOTT",15845,12000
14,1200000396,87,2,.02335938,6.69,"DIET PEPSI N.R. BOTT",15845,12000
14,1200000492,87,2,.02794699,24.34,"CAFFEINE FREE PEPSI",15845,12000
14,1200000496,87,1,.02794699,24.34,"DIET PEPSI CAFFEINE",15845,12000
14,3828100261,87,51,.0125,10.67,"DOM ORANGE SODA",15845,38281
14,4900000634,87,56,.02770833,12.06,"COCA-COLA CLASSIC CA",15845,49000
14,4900000639,87,12,.02794699,24.34,"COCA-COLA CLASSIC",15845,49000
14,4900000658,87,54,.02770833,12.06,"COKE DIET CANS",15845,49000
14,5490000060,87,1,.02794699,24.34,"DR PEPPER",15845,54900
14,1200000230,88,460,.0146389,44.44,"PEPSI COLA N/R",8072,12000
14,1200000394,88,34,.02335938,6.69,"PEPSI COLA N.R. BOTT",8072,12000
14,1200000396,88,36,.02335938,6.69,"DIET PEPSI N.R. BOTT",8072,12000
14,1200000492,88,151,.0146389,44.44,"CAFFEINE FREE PEPSI",8072,12000
14,1200000496,88,220,.0146389,44.44,"DIET PEPSI CAFFEINE",8072,12000
14,3828100261,88,58,.01854167,25.45,"DOM ORANGE SODA",8072,38281
14,4900000634,88,46,.04013889,22.84,"COCA-COLA CLASSIC CA",8072,49000
14,4900000639,88,544,.0146389,44.44,"COCA-COLA CLASSIC",8072,49000
14,4900000658,88,54,.04013889,22.84,"COKE DIET CANS",8072,49000
14,5490000060,88,6,.02794699,24.34,"DR PEPPER",8072,54900
14,1200000230,89,24,.02794699,24.34,"PEPSI COLA N/R",35340,12000
14,1200000394,89,6,.02726563,20.06,"PEPSI COLA N.R. BOTT",35340,12000
14,1200000396,89,12,.02726563,20.06,"DIET PEPSI N.R. BOTT",35340,12000
14,1200000492,89,13,.02794699,24.34,"CAFFEINE FREE PEPSI",35340,12000
14,1200000496,89,23,.02794699,24.34,"DIET PEPSI CAFFEINE",35340,12000
14,3828100261,89,66,.01854167,25.45,"DOM ORANGE SODA",35340,38281
14,4900000634,89,39,.04013889,22.84,"COCA-COLA CLASSIC CA",35340,49000
14,4900000639,89,75,.02794699,24.34,"COCA-COLA CLASSIC",35340,49000
14,4900000658,89,30,.04013889,22.84,"COKE DIET CANS",35340,49000
14,5490000060,89,12,.0205536,2.88,"DR PEPPER",35340,54900
14,1200000230,90,25,.02794699,24.34,"PEPSI COLA N/R",15922,12000
14,1200000394,90,7,.02726563,20.06,"PEPSI COLA N.R. BOTT",15922,12000
14,1200000396,90,10,.02726563,20.06,"DIET PEPSI N.R. BOTT",15922,12000
14,1200000492,90,11,.02794699,24.34,"CAFFEINE FREE PEPSI",15922,12000
14,1200000496,90,25,.02794699,24.34,"DIET PEPSI CAFFEINE",15922,12000
14,3828100261,90,67,.01854167,27.27,"DOM ORANGE SODA",15922,38281
14,4900000634,90,565,.02069444,49.66,"COCA-COLA CLASSIC CA",15922,49000
14,4900000639,90,37,.02794699,24.34,"COCA-COLA CLASSIC",15922,49000
14,4900000658,90,538,.02069444,49.66,"COKE DIET CANS",15922,49000
14,5490000060,90,4,.02794699,24.34,"DR PEPPER",15922,54900
14,1200000230,91,574,.0146389,44.44,"PEPSI COLA N/R",15449,12000
14,1200000394,91,11,.02726563,20.06,"PEPSI COLA N.R. BOTT",15449,12000
14,1200000396,91,11,.02726563,20.06,"DIET PEPSI N.R. BOTT",15449,12000
14,1200000492,91,196,.0146389,44.44,"CAFFEINE FREE PEPSI",15449,12000
14,1200000496,91,240,.0146389,44.44,"DIET PEPSI CAFFEINE",15449,12000
14,3828100261,91,237,.01666667,27.5,"DOM ORANGE SODA",15449,38281
14,4900000634,91,32,.04013889,22.84,"COCA-COLA CLASSIC CA",15449,49000
14,4900000639,91,744,.0146389,44.44,"COCA-COLA CLASSIC",15449,49000
14,4900000658,91,40,.04013889,22.84,"COKE DIET CANS",15449,49000
14,5490000060,91,38,.0146389,44.44,"DR PEPPER",15449,54900
14,1200000230,92,34,.02794699,24.34,"PEPSI COLA N/R",14970,12000
14,1200000394,92,10,.02335938,6.69,"PEPSI COLA N.R. BOTT",14970,12000
14,1200000396,92,10,.02335938,6.69,"DIET PEPSI N.R. BOTT",14970,12000
14,1200000492,92,7,.02794699,24.34,"CAFFEINE FREE PEPSI",14970,12000
14,1200000496,92,21,.02794699,24.34,"DIET PEPSI CAFFEINE",14970,12000
14,3828100261,92,59,.01666667,27.5,"DOM ORANGE SODA",14970,38281
14,4900000634,92,17,.04013889,22.84,"COCA-COLA CLASSIC CA",14970,49000
14,4900000639,92,60,.02794699,24.34,"COCA-COLA CLASSIC",14970,49000
14,4900000658,92,9,.04013889,22.84,"COKE DIET CANS",14970,49000
14,5490000060,92,17,.01907493,10.85,"DR PEPPER",14970,54900
14,1200000230,93,30,.02794699,24.34,"PEPSI COLA N/R",15234,12000
14,1200000394,93,6,.02726563,20.06,"PEPSI COLA N.R. BOTT",15234,12000
14,1200000396,93,10,.02726563,20.06,"DIET PEPSI N.R. BOTT",15234,12000
14,1200000492,93,15,.02794699,24.34,"CAFFEINE FREE PEPSI",15234,12000
14,1200000496,93,24,.02794699,24.34,"DIET PEPSI CAFFEINE",15234,12000
14,3828100261,93,91,.01854167,27.73,"DOM ORANGE SODA",15234,38281
14,4900000634,93,350,.02208333,40.25,"COCA-COLA CLASSIC CA",15234,49000
14,4900000639,93,43,.02794699,24.34,"COCA-COLA CLASSIC",15234,49000
14,4900000658,93,343,.02208333,40.25,"COKE DIET CANS",15234,49000
14,5490000060,93,1,.02794699,24.34,"DR PEPPER",15234,54900
14,1200000230,94,28,.02794699,24.34,"PEPSI COLA N/R",16028,12000
14,1200000394,94,21,.02335938,6.69,"PEPSI COLA N.R. BOTT",16028,12000
14,1200000396,94,18,.02335938,6.69,"DIET PEPSI N.R. BOTT",16028,12000
14,1200000492,94,9,.02794699,24.34,"CAFFEINE FREE PEPSI",16028,12000
14,1200000496,94,23,.02794699,24.34,"DIET PEPSI CAFFEINE",16028,12000
14,3828100261,94,122,.01854167,26.36,"DOM ORANGE SODA",16028,38281
14,4900000634,94,53,.04013889,22.84,"COCA-COLA CLASSIC CA",16028,49000
14,4900000639,94,55,.02794699,24.34,"COCA-COLA CLASSIC",16028,49000
14,4900000658,94,36,.04013889,22.84,"COKE DIET CANS",16028,49000
14,5490000060,94,15,.01907493,10.85,"DR PEPPER",16028,54900
14,1200000230,95,55,.01907493,10.85,"PEPSI COLA N/R",15212,12000
14,1200000394,95,15,.02179688,0,"PEPSI COLA N.R. BOTT",15212,12000
14,1200000396,95,24,.02179688,0,"DIET PEPSI N.R. BOTT",15212,12000
14,1200000492,95,49,.01907493,10.85,"CAFFEINE FREE PEPSI",15212,12000
14,1200000496,95,60,.01907493,10.85,"DIET PEPSI CAFFEINE",15212,12000
14,3828100261,95,105,.01854167,30.45,"DOM ORANGE SODA",15212,38281
14,4900000634,95,43,.04013889,22.84,"COCA-COLA CLASSIC CA",15212,49000
14,4900000639,95,144,.01907493,10.85,"COCA-COLA CLASSIC",15212,49000
14,4900000658,95,29,.04013889,22.84,"COKE DIET CANS",15212,49000
14,5490000060,95,14,.01907493,10.85,"DR PEPPER",15212,54900
14,1200000230,96,44,.02794699,24.34,"PEPSI COLA N/R",15215,12000
14,1200000394,96,7,.02726563,20.06,"PEPSI COLA N.R. BOTT",15215,12000
14,1200000396,96,5,.02726563,20.06,"DIET PEPSI N.R. BOTT",15215,12000
14,1200000492,96,17,.02794699,24.34,"CAFFEINE FREE PEPSI",15215,12000
14,1200000496,96,29,.02794699,24.34,"DIET PEPSI CAFFEINE",15215,12000
14,3828100261,96,201,.01388889,6.25,"DOM ORANGE SODA",15215,38281
14,4900000634,96,20,.04013889,22.84,"COCA-COLA CLASSIC CA",15215,49000
14,4900000639,96,39,.02794699,24.34,"COCA-COLA CLASSIC",15215,49000
14,4900000658,96,17,.04013889,22.84,"COKE DIET CANS",15215,49000
14,5490000060,96,3,.02794699,24.34,"DR PEPPER",15215,54900
14,1200000230,97,31,.02794699,24.34,"PEPSI COLA N/R",15234,12000
14,1200000394,97,3,.02726563,20.06,"PEPSI COLA N.R. BOTT",15234,12000
14,1200000396,97,7,.02726563,20.06,"DIET PEPSI N.R. BOTT",15234,12000
14,1200000492,97,12,.02794699,24.34,"CAFFEINE FREE PEPSI",15234,12000
14,1200000496,97,12,.02794699,24.34,"DIET PEPSI CAFFEINE",15234,12000
14,3828100261,97,192,.01388889,2.5,"DOM ORANGE SODA",15234,38281
14,4900000634,97,751,.04013889,22.84,"COCA-COLA CLASSIC CA",15234,49000
14,4900000639,97,24,.02794699,24.34,"COCA-COLA CLASSIC",15234,49000
14,4900000658,97,701,.04013889,22.84,"COKE DIET CANS",15234,49000
14,5490000060,97,7,.02794699,24.34,"DR PEPPER",15234,54900
14,1200000230,98,60,.01907493,10.85,"PEPSI COLA N/R",15358,12000
14,1200000394,98,11,.02726563,20.06,"PEPSI COLA N.R. BOTT",15358,12000
14,1200000396,98,5,.02726563,20.06,"DIET PEPSI N.R. BOTT",15358,12000
14,1200000492,98,30,.01907493,10.85,"CAFFEINE FREE PEPSI",15358,12000
14,1200000496,98,32,.01907493,10.85,"DIET PEPSI CAFFEINE",15358,12000
14,3828100261,98,114,.01854167,25.45,"DOM ORANGE SODA",15358,38281
14,4900000634,98,53,.04013889,22.84,"COCA-COLA CLASSIC CA",15358,49000
14,4900000639,98,98,.01907493,10.85,"COCA-COLA CLASSIC",15358,49000
14,4900000658,98,47,.04013889,22.84,"COKE DIET CANS",15358,49000
14,5490000060,98,13,.01907493,10.85,"DR PEPPER",15358,54900
14,1200000230,99,65,.02203228,4.03,"PEPSI COLA N/R",15555,12000
14,1200000394,99,13,.02179688,0,"PEPSI COLA N.R. BOTT",15555,12000
14,1200000396,99,10,.02179688,0,"DIET PEPSI N.R. BOTT",15555,12000
14,1200000492,99,25,.02203228,4.03,"CAFFEINE FREE PEPSI",15555,12000
14,1200000496,99,15,.02203228,4.03,"DIET PEPSI CAFFEINE",15555,12000
14,3828100261,99,128,.01854167,26.82,"DOM ORANGE SODA",15555,38281
14,4900000634,99,404,.02208333,40.25,"COCA-COLA CLASSIC CA",15555,49000
14,4900000639,99,52,.02203228,4.03,"COCA-COLA CLASSIC",15555,49000
14,4900000658,99,314,.02208333,40.25,"COKE DIET CANS",15555,49000
14,5490000060,99,7,.02203228,4.03,"DR PEPPER",15555,54900
14,1200000230,100,26,.02203228,4.03,"PEPSI COLA N/R",15341,12000
14,1200000394,100,4,.02726563,20.06,"PEPSI COLA N.R. BOTT",15341,12000
14,1200000396,100,5,.02726563,20.06,"DIET PEPSI N.R. BOTT",15341,12000
14,1200000492,100,21,.02203228,4.03,"CAFFEINE FREE PEPSI",15341,12000
14,1200000496,100,19,.02203228,4.03,"DIET PEPSI CAFFEINE",15341,12000
14,3828100261,100,116,.01854167,30.45,"DOM ORANGE SODA",15341,38281
14,4900000634,100,25,.03041667,1.83,"COCA-COLA CLASSIC CA",15341,49000
14,4900000639,100,49,.02203228,4.03,"COCA-COLA CLASSIC",15341,49000
14,4900000658,100,31,.03041667,1.83,"COKE DIET CANS",15341,49000
14,5490000060,100,3,.02203228,4.03,"DR PEPPER",15341,54900
14,1200000230,101,456,.0146389,44.44,"PEPSI COLA N/R",15092,12000
14,1200000394,101,8,.02726563,20.06,"PEPSI COLA N.R. BOTT",15092,12000
14,1200000396,101,7,.02726563,20.06,"DIET PEPSI N.R. BOTT",15092,12000
14,1200000492,101,122,.0146389,44.44,"CAFFEINE FREE PEPSI",15092,12000
14,1200000496,101,133,.0146389,44.44,"DIET PEPSI CAFFEINE",15092,12000
14,3828100261,101,310,.01190476,4.29,"DOM ORANGE SODA",15092,38281
14,4900000634,101,66,.03041667,1.83,"COCA-COLA CLASSIC CA",15092,49000
14,4900000639,101,579,.0146389,44.44,"COCA-COLA CLASSIC",15092,49000
14,4900000658,101,74,.03041667,1.83,"COKE DIET CANS",15092,49000
14,5490000060,101,63,.0146389,44.44,"DR PEPPER",15092,54900
14,1200000230,102,1468,.01168154,81.01,"PEPSI COLA N/R",20239,12000
14,1200000394,102,9,.02726563,20.06,"PEPSI COLA N.R. BOTT",20239,12000
14,1200000396,102,11,.02726563,20.06,"DIET PEPSI N.R. BOTT",20239,12000
14,1200000492,102,417,.01168154,81.01,"CAFFEINE FREE PEPSI",20239,12000
14,1200000496,102,745,.01168154,81.01,"DIET PEPSI CAFFEINE",20239,12000
14,3828100261,102,146,.01854167,39.09,"DOM ORANGE SODA",20239,38281
14,4900000634,102,284,.02208333,40.25,"COCA-COLA CLASSIC CA",20239,49000
14,4900000639,102,2170,.01168154,81.01,"COCA-COLA CLASSIC",20239,49000
14,4900000658,102,265,.02208333,40.25,"COKE DIET CANS",20239,49000
14,5490000060,102,260,.01168154,81.01,"DR PEPPER",20239,54900
14,1200000230,103,35,.02203228,4.03,"PEPSI COLA N/R",19118,12000
14,1200000394,103,5,.02726563,20.06,"PEPSI COLA N.R. BOTT",19118,12000
14,1200000396,103,10,.02726563,20.06,"DIET PEPSI N.R. BOTT",19118,12000
14,1200000492,103,18,.02203228,4.03,"CAFFEINE FREE PEPSI",19118,12000
14,1200000496,103,14,.02203228,4.03,"DIET PEPSI CAFFEINE",19118,12000
14,3828100261,103,85,.01854167,27.73,"DOM ORANGE SODA",19118,38281
14,4900000634,103,49,.03041667,1.83,"COCA-COLA CLASSIC CA",19118,49000
14,4900000639,103,99,.02203228,4.03,"COCA-COLA CLASSIC",19118,49000
14,4900000658,103,28,.03041667,1.83,"COKE DIET CANS",19118,49000
14,5490000060,103,11,.01907493,10.85,"DR PEPPER",19118,54900
14,1200000230,104,38,.02203228,4.03,"PEPSI COLA N/R",20982,12000
14,1200000394,104,6,.02726563,20.06,"PEPSI COLA N.R. BOTT",20982,12000
14,1200000396,104,6,.02726563,20.06,"DIET PEPSI N.R. BOTT",20982,12000
14,1200000492,104,11,.02203228,4.03,"CAFFEINE FREE PEPSI",20982,12000
14,1200000496,104,23,.02203228,4.03,"DIET PEPSI CAFFEINE",20982,12000
14,3828100261,104,30,.01854167,25.91,"DOM ORANGE SODA",20982,38281
14,4900000634,104,7,.03041667,1.83,"COCA-COLA CLASSIC CA",20982,49000
14,4900000639,104,29,.02203228,4.03,"COCA-COLA CLASSIC",20982,49000
14,4900000658,104,10,.03041667,1.83,"COKE DIET CANS",20982,49000
14,5490000060,104,3,.02203228,4.03,"DR PEPPER",20982,54900
33,1200000230,1,77,.02646831,24.58,"PEPSI COLA N/R",23170,12000
33,1200000394,1,49,.01949219,4.02,"PEPSI COLA N.R. BOTT",23170,12000
33,1200000396,1,35,.01949219,4.02,"DIET PEPSI N.R. BOTT",23170,12000
33,1200000492,1,14,.02646831,24.58,"CAFFEINE FREE PEPSI",23170,12000
33,1200000496,1,13,.02646831,24.58,"DIET PEPSI CAFFEINE",23170,12000
33,3828100261,1,60,.02083333,33.6,"DOM ORANGE SODA",23170,38281
33,4900000634,1,15,.03875,22.94,"COCA-COLA CLASSIC CA",23170,49000
33,4900000639,1,123,.02646831,24.58,"COCA-COLA CLASSIC",23170,49000
33,4900000658,1,28,.03875,22.94,"COKE DIET CANS",23170,49000
33,5490000060,1,43,.01759625,13.45,"DR PEPPER",23170,54900
33,1200000230,2,77,.02646831,24.58,"PEPSI COLA N/R",22628.61,12000
33,1200000394,2,10,.02335938,20.07,"PEPSI COLA N.R. BOTT",22628.61,12000
33,1200000396,2,2,.02335938,20.07,"DIET PEPSI N.R. BOTT",22628.61,12000
33,1200000492,2,9,.02646831,24.58,"CAFFEINE FREE PEPSI",22628.61,12000
33,1200000496,2,11,.02646831,24.58,"DIET PEPSI CAFFEINE",22628.61,12000
33,3828100261,2,26,.02083333,33.6,"DOM ORANGE SODA",22628.61,38281
33,4900000634,2,54,.03875,22.94,"COCA-COLA CLASSIC CA",22628.61,49000
33,4900000639,2,427,.01759625,13.45,"COCA-COLA CLASSIC",22628.61,49000
33,4900000658,2,53,.03875,22.94,"COKE DIET CANS",22628.61,49000
33,5490000060,2,7,.02646831,24.58,"DR PEPPER",22628.61,54900
33,1200000230,3,92,.02646831,24.58,"PEPSI COLA N/R",23226,12000
33,1200000394,3,6,.02335938,20.07,"PEPSI COLA N.R. BOTT",23226,12000
33,1200000396,3,8,.02335938,20.07,"DIET PEPSI N.R. BOTT",23226,12000
33,1200000492,3,14,.02646831,24.58,"CAFFEINE FREE PEPSI",23226,12000
33,1200000496,3,20,.02646831,24.58,"DIET PEPSI CAFFEINE",23226,12000
33,3828100261,3,60,.02083333,33.2,"DOM ORANGE SODA",23226,38281
33,4900000634,3,133,.02763889,8.04,"COCA-COLA CLASSIC CA",23226,49000
33,4900000639,3,141,.02646831,24.58,"COCA-COLA CLASSIC",23226,49000
33,4900000658,3,205,.02763889,8.04,"COKE DIET CANS",23226,49000
33,5490000060,3,12,.02646831,24.58,"DR PEPPER",23226,54900
33,1200000230,4,361,.01759625,13.45,"PEPSI COLA N/R",23443,12000
33,1200000394,4,13,.02335938,20.07,"PEPSI COLA N.R. BOTT",23443,12000
33,1200000396,4,12,.02335938,20.07,"DIET PEPSI N.R. BOTT",23443,12000
33,1200000492,4,31,.01759625,13.45,"CAFFEINE FREE PEPSI",23443,12000
33,1200000496,4,50,.01759625,13.45,"DIET PEPSI CAFFEINE",23443,12000
33,3828100261,4,103,.01388889,2.5,"DOM ORANGE SODA",23443,38281
33,4900000634,4,41,.03875,22.94,"COCA-COLA CLASSIC CA",23443,49000
33,4900000639,4,386,.01759625,13.45,"COCA-COLA CLASSIC",23443,49000
33,4900000658,4,62,.03875,22.94,"COKE DIET CANS",23443,49000
33,5490000060,4,27,.01759625,13.45,"DR PEPPER",23443,54900
33,1200000230,5,85,.02646831,24.58,"PEPSI COLA N/R",23144,12000
33,1200000394,5,12,.02335938,20.07,"PEPSI COLA N.R. BOTT",23144,12000
33,1200000396,5,7,.02335938,20.07,"DIET PEPSI N.R. BOTT",23144,12000
33,1200000492,5,14,.02646831,24.58,"CAFFEINE FREE PEPSI",23144,12000
33,1200000496,5,14,.02646831,24.58,"DIET PEPSI CAFFEINE",23144,12000
33,3828100261,5,47,.02083333,34.8,"DOM ORANGE SODA",23144,38281
33,4900000634,5,26,.03875,22.94,"COCA-COLA CLASSIC CA",23144,49000
33,4900000639,5,131,.02646831,24.58,"COCA-COLA CLASSIC",23144,49000
33,4900000658,5,22,.03875,22.94,"COKE DIET CANS",23144,49000
33,5490000060,5,15,.02646831,24.58,"DR PEPPER",23144,54900
33,1200000230,6,292,.01759625,13.45,"PEPSI COLA N/R",22240,12000
33,1200000394,6,28,.02179688,14.34,"PEPSI COLA N.R. BOTT",22240,12000
33,1200000396,6,24,.02179688,14.34,"DIET PEPSI N.R. BOTT",22240,12000
33,1200000492,6,27,.01759625,13.45,"CAFFEINE FREE PEPSI",22240,12000
33,1200000496,6,53,.01759625,13.45,"DIET PEPSI CAFFEINE",22240,12000
33,3828100261,6,43,.02083333,32.4,"DOM ORANGE SODA",22240,38281
33,4900000634,6,36,.03875,22.94,"COCA-COLA CLASSIC CA",22240,49000
33,4900000639,6,364,.01759625,13.45,"COCA-COLA CLASSIC",22240,49000
33,4900000658,6,52,.03875,22.94,"COKE DIET CANS",22240,49000
33,5490000060,6,26,.01759625,13.45,"DR PEPPER",22240,54900
33,1200000230,7,107,.02646831,24.58,"PEPSI COLA N/R",23619,12000
33,1200000394,7,14,.02335938,20.07,"PEPSI COLA N.R. BOTT",23619,12000
33,1200000396,7,7,.02335938,20.07,"DIET PEPSI N.R. BOTT",23619,12000
33,1200000492,7,13,.02646831,24.58,"CAFFEINE FREE PEPSI",23619,12000
33,1200000496,7,28,.02646831,24.58,"DIET PEPSI CAFFEINE",23619,12000
33,3828100261,7,43,.02083333,35.6,"DOM ORANGE SODA",23619,38281
33,4900000634,7,37,.03875,22.94,"COCA-COLA CLASSIC CA",23619,49000
33,4900000639,7,126,.02646831,24.58,"COCA-COLA CLASSIC",23619,49000
33,4900000658,7,35,.03875,22.94,"COKE DIET CANS",23619,49000
33,5490000060,7,12,.02646831,24.58,"DR PEPPER",23619,54900
33,1200000230,8,95,.02646831,24.58,"PEPSI COLA N/R",22536,12000
33,1200000394,8,7,.02335938,20.07,"PEPSI COLA N.R. BOTT",22536,12000
33,1200000396,8,8,.02335938,20.07,"DIET PEPSI N.R. BOTT",22536,12000
33,1200000492,8,12,.02646831,24.58,"CAFFEINE FREE PEPSI",22536,12000
33,1200000496,8,18,.02646831,24.58,"DIET PEPSI CAFFEINE",22536,12000
33,3828100261,8,46,.02083333,37.6,"DOM ORANGE SODA",22536,38281
33,4900000634,8,24,.03875,22.94,"COCA-COLA CLASSIC CA",22536,49000
33,4900000639,8,99,.02646831,24.58,"COCA-COLA CLASSIC",22536,49000
33,4900000658,8,32,.03875,22.94,"COKE DIET CANS",22536,49000
33,5490000060,8,22,.02646831,24.58,"DR PEPPER",22536,54900
33,1200000230,9,540,.0146389,36.36,"PEPSI COLA N/R",21211,12000
33,1200000394,9,12,.02335938,20.07,"PEPSI COLA N.R. BOTT",21211,12000
33,1200000396,9,14,.02335938,20.07,"DIET PEPSI N.R. BOTT",21211,12000
33,1200000492,9,49,.0146389,36.36,"CAFFEINE FREE PEPSI",21211,12000
33,1200000496,9,74,.0146389,36.36,"DIET PEPSI CAFFEINE",21211,12000
33,3828100261,9,354,.01083333,.77,"DOM ORANGE SODA",21211,38281
33,4900000634,9,25,.03875,22.94,"COCA-COLA CLASSIC CA",21211,49000
33,4900000639,9,75,.02646831,24.58,"COCA-COLA CLASSIC",21211,49000
33,4900000658,9,31,.03875,22.94,"COKE DIET CANS",21211,49000
33,5490000060,9,26,.01611757,21.1,"DR PEPPER",21211,54900
33,1200000230,10,91,.02646831,24.58,"PEPSI COLA N/R",23714,12000
33,1200000394,10,8,.02335938,20.07,"PEPSI COLA N.R. BOTT",23714,12000
33,1200000396,10,14,.02335938,20.07,"DIET PEPSI N.R. BOTT",23714,12000
33,1200000492,10,20,.02646831,24.58,"CAFFEINE FREE PEPSI",23714,12000
33,1200000496,10,13,.02646831,24.58,"DIET PEPSI CAFFEINE",23714,12000
33,3828100261,10,121,.02083333,50,"DOM ORANGE SODA",23714,38281
33,4900000634,10,23,.03875,22.94,"COCA-COLA CLASSIC CA",23714,49000
33,4900000639,10,120,.02646831,24.58,"COCA-COLA CLASSIC",23714,49000
33,4900000658,10,27,.03875,22.94,"COKE DIET CANS",23714,49000
33,5490000060,10,8,.01611757,21.1,"DR PEPPER",23714,54900
33,1200000230,11,628,.01316022,51.69,"PEPSI COLA N/R",19777,12000
33,1200000394,11,8,.02335938,20.07,"PEPSI COLA N.R. BOTT",19777,12000
33,1200000396,11,8,.02335938,20.07,"DIET PEPSI N.R. BOTT",19777,12000
33,1200000492,11,72,.01316022,51.69,"CAFFEINE FREE PEPSI",19777,12000
33,1200000496,11,93,.01316022,51.69,"DIET PEPSI CAFFEINE",19777,12000
33,3828100261,11,95,.01388889,30.63,"DOM ORANGE SODA",19777,38281
33,4900000634,11,34,.03875,22.94,"COCA-COLA CLASSIC CA",19777,49000
33,4900000639,11,642,.01316022,51.69,"COCA-COLA CLASSIC",19777,49000
33,4900000658,11,45,.03875,22.94,"COKE DIET CANS",19777,49000
33,5490000060,11,46,.01316022,3.37,"DR PEPPER",19777,54900
33,1200000230,12,132,.02646831,24.58,"PEPSI COLA N/R",21839,12000
33,1200000394,12,17,.02335938,20.07,"PEPSI COLA N.R. BOTT",21839,12000
